KV;3360802300;G;334;215;5;210;;72;76;;8;;29;;;;;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,4;2,3;97,7;34,3;36,2;;3,8;;13,8;;;;;11,9;0;;;;;;;;;2014-05-25 00:00:00
KV;3360802900;G;275;158;5;153;;75;47;;10;;3;;;;;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,5;3,2;96,8;49;30,7;;6,5;;2;;;;;11,8;0;;;;;;;;;2014-05-25 00:00:00
KV;3360803000;G;415;257;9;248;;137;45;;9;;16;;;;;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,9;3,5;96,5;55,2;18,1;;3,6;;6,5;;;;;16,5;0;;;;;;;;;2014-05-25 00:00:00
KV;3360803300;G;389;250;9;241;;85;40;;28;;11;;;;;77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,3;3,6;96,4;35,3;16,6;;11,6;;4,6;;;;;32;0;;;;;;;;;2014-05-25 00:00:00
KV;3360803500;G;51;37;3;34;;17;12;;1;;0;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72,5;8,1;91,9;50;35,3;;2,9;;0;;;;;11,8;0;;;;;;;;;2014-05-25 00:00:00
KV;3360803600;G;454;246;5;241;;126;73;;7;;17;;;;;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54,2;2;98;52,3;30,3;;2,9;;7,1;;;;;7,5;0;;;;;;;;;2014-05-25 00:00:00
KV;3360803800;G;224;140;6;134;;47;40;;13;;8;;;;;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62,5;4,3;95,7;35,1;29,9;;9,7;;6;;;;;19,4;0;;;;;;;;;2014-05-25 00:00:00
KV;3360804000;G;132;99;5;94;;29;31;;8;;9;;;;;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;5,1;94,9;30,9;33;;8,5;;9,6;;;;;18,1;0;;;;;;;;;2014-05-25 00:00:00
KV;3360804200;G;315;192;4;188;;88;44;;8;;10;;;;;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;2,1;97,9;46,8;23,4;;4,3;;5,3;;;;;20,2;0;;;;;;;;;2014-05-25 00:00:00
KV;3360804300;G;295;224;13;211;;92;62;;10;;10;;;;;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,9;5,8;94,2;43,6;29,4;;4,7;;4,7;;;;;17,5;0;;;;;;;;;2014-05-25 00:00:00
KV;3360804400;G;178;121;8;113;;31;37;;6;;7;;;;;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;6,6;93,4;27,4;32,7;;5,3;;6,2;;;;;28,3;0;;;;;;;;;2014-05-25 00:00:00
KV;3360804500;G;237;168;7;161;;65;35;;7;;6;;;;;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70,9;4,2;95,8;40,4;21,7;;4,3;;3,7;;;;;29,8;0;;;;;;;;;2014-05-25 00:00:00
KV;3360804800;G;668;478;15;463;;193;147;;8;;35;;;;;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71,6;3,1;96,9;41,7;31,7;;1,7;;7,6;;;;;17,3;0;;;;;;;;;2014-05-25 00:00:00
KV;3360804900;G;160;134;2;132;;24;49;;9;;5;;;;;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,7;1,5;98,5;18,2;37,1;;6,8;;3,8;;;;;34,1;0;;;;;;;;;2014-05-25 00:00:00
KV;3360805000;G;149;108;4;104;;60;22;;6;;3;;;;;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72,5;3,7;96,3;57,7;21,2;;5,8;;2,9;;;;;12,5;0;;;;;;;;;2014-05-25 00:00:00
