KV;2320629200;G;1;87;77;2;75;;16;26;;4;12;;;17;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88,5;2,6;97,4;21,3;34,7;;5,3;16,0;;;22,7;;;22,7;;;;;;;;;;2019-05-27 11:30:46
KV;2320629500;G;1;772;504;10;494;;87;218;;34;35;;;120;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65,3;2,0;98,0;17,6;44,1;;6,9;7,1;;;24,3;;;24,3;;;;;;;;;;2019-05-27 11:30:46
KV;2320629600;G;1;4330;2626;49;2577;;321;830;;97;262;;;1067;;;1067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,6;1,9;98,1;12,5;32,2;;3,8;10,2;;;41,4;;;41,4;;;;;;;;;;2019-05-27 11:30:46
KV;2320630000;G;1;512;382;6;376;;36;161;;18;41;;;120;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74,6;1,6;98,4;9,6;42,8;;4,8;10,9;;;31,9;;;31,9;;;;;;;;;;2019-05-27 11:30:46
KV;2320630200;G;1;369;272;3;269;;44;102;;23;14;;;86;;;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73,7;1,1;98,9;16,4;37,9;;8,6;5,2;;;32,0;;;32,0;;;;;;;;;;2019-05-27 11:30:46
KV;2320630400;G;1;1221;775;15;760;;120;312;;23;78;;;227;;;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63,5;1,9;98,1;15,8;41,1;;3,0;10,3;;;29,9;;;29,9;;;;;;;;;;2019-05-27 11:30:46
KV;2320630500;G;1;376;263;7;256;;26;119;;18;42;;;51;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69,9;2,7;97,3;10,2;46,5;;7,0;16,4;;;19,9;;;19,9;;;;;;;;;;2019-05-27 11:30:47
KV;2320630700;G;1;111;78;3;75;;9;32;;6;3;;;25;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70,3;3,8;96,2;12,0;42,7;;8,0;4,0;;;33,3;;;33,3;;;;;;;;;;2019-05-27 11:30:47
KV;2320630800;G;1;249;198;8;190;;23;73;;13;11;;;70;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79,5;4,0;96,0;12,1;38,4;;6,8;5,8;;;36,8;;;36,8;;;;;;;;;;2019-05-27 11:30:47
KV;2320631800;G;1;611;428;12;416;;63;210;;16;53;;;74;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70,0;2,8;97,2;15,1;50,5;;3,8;12,7;;;17,8;;;17,8;;;;;;;;;;2019-05-27 11:30:47
KV;2320632000;G;1;348;228;4;224;;30;90;;15;21;;;68;;;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65,5;1,8;98,2;13,4;40,2;;6,7;9,4;;;30,4;;;30,4;;;;;;;;;;2019-05-27 11:30:47
KV;2320632100;G;1;232;158;7;151;;29;70;;8;16;;;28;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,1;4,4;95,6;19,2;46,4;;5,3;10,6;;;18,5;;;18,5;;;;;;;;;;2019-05-27 11:30:47
KV;2320632700;G;1;60;49;1;48;;1;23;;4;2;;;18;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,7;2,0;98,0;2,1;47,9;;8,3;4,2;;;37,5;;;37,5;;;;;;;;;;2019-05-27 11:30:47
KV;2320632800;G;1;121;99;0;99;;19;42;;12;7;;;19;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,8;0,0;100,0;19,2;42,4;;12,1;7,1;;;19,2;;;19,2;;;;;;;;;;2019-05-27 11:30:47
KV;2320632900;G;1;701;434;17;417;;45;185;;41;53;;;93;;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,9;3,9;96,1;10,8;44,4;;9,8;12,7;;;22,3;;;22,3;;;;;;;;;;2019-05-27 11:30:47
KV;2320633200;G;1;329;242;7;235;;36;96;;17;38;;;48;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73,6;2,9;97,1;15,3;40,9;;7,2;16,2;;;20,4;;;20,4;;;;;;;;;;2019-05-27 11:30:47
KV;2320700000;G;9;6500;4166;129;4037;24;1358;1699;;424;;;;508;48;;556;;;;;;;;;;8;10;;3;;;;3;0;;3;;;;;;;;;;64,1;3,1;96,9;33,6;42,1;;10,5;;;;12,6;1,2;;13,8;;;;;;;;;;2019-05-27 01:45:49
KV;2320700600;G;1;109;70;3;67;;14;36;;9;;;;7;1;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,2;4,3;95,7;20,9;53,7;;13,4;;;;10,4;1,5;;11,9;;;;;;;;;;2019-05-27 01:45:49
KV;2320701000;G;1;314;211;10;201;;39;136;;14;;;;11;1;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,2;4,7;95,3;19,4;67,7;;7,0;;;;5,5;0,5;;6,0;;;;;;;;;;2019-05-27 01:45:49
